MAG	Completeness	Contamination	Total_tRNAs	AA_Coverage	16S	23S	5S	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings	domain	check_Source	gtdb_source	source	from	rrna_completeness	trna_completeness	functional_completeness	warning_penalty	comprehensive_quality_score	warning_level	warning_priority
MET0293_bin.10_new	95.07	0.33	57	18	0	0	0	Neural Network (Specific Model)	11	0.895	89542	328.9044719314938	5786885	0.63	5255	107	266503		MET0293_bin.10_new	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E putida	GCF_000412675.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E putida	98.61	0.913	GCF_000412675.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E putida	98.61	0.913	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000498395.2, s__Pseudomonas_E putida_Q, 95.0, 94.88, 0.868; GCF_000708715.2, s__Pseudomonas_E putida_R, 95.0, 94.8, 0.847; GCF_026898135.2, s__Pseudomonas_E fortuita, 95.0, 93.42, 0.83; GCA_947090765.1, s__Pseudomonas_E sp947090765, 95.0, 93.2, 0.825; GCA_029202525.1, s__Pseudomonas_E phytovorans, 95.0, 91.65, 0.772; GCF_030159595.1, s__Pseudomonas_E putida_AC, 95.0, 90.93, 0.716; GCA_041071465.1, s__Pseudomonas_E putida_P, 95.0, 90.63, 0.748; GCF_000730605.1, s__Pseudomonas_E monteilii, 95.0, 90.41, 0.695; GCF_021283545.2, s__Pseudomonas_E alloputida, 95.44, 90.12, 0.711; GCF_000935045.1, s__Pseudomonas_E sp000935045, 95.0, 90.1, 0.67; GCF_039673335.1, s__Pseudomonas_E sp039673335, 95.0, 89.99, 0.701; GCF_040214835.1, s__Pseudomonas_E putida_Z, 96.09, 89.99, 0.686; GCF_013179515.1, s__Pseudomonas_E sp013179515, 95.0, 89.93, 0.655; GCF_022533585.1, s__Pseudomonas_E sp001642705, 95.0, 89.9, 0.672; GCF_009932335.1, s__Pseudomonas_E asiatica, 95.0, 89.85, 0.674; GCF_900277125.1, s__Pseudomonas_E inefficax, 95.0, 89.85, 0.663; GCF_003331055.1, s__Pseudomonas_E sp003331055, 95.0, 89.78, 0.672; GCF_015680405.1, s__Pseudomonas_E pudica, 95.0, 89.61, 0.667; GCF_016658545.1, s__Pseudomonas_E sp016658545, 95.0, 89.59, 0.71; GCA_041879295.1, s__Pseudomonas_E putida_Y, 95.0, 89.53, 0.666; GCF_900291015.1, s__Pseudomonas_E sp900291015, 95.0, 89.49, 0.684; GCA_029953615.1, s__Pseudomonas_E sp002113165, 95.0, 89.47, 0.664; GCF_003205205.1, s__Pseudomonas_E sp003205205, 95.0, 89.29, 0.672; GCF_002165135.1, s__Pseudomonas_E sp002165135, 95.0, 89.28, 0.677; GCF_003627215.1, s__Pseudomonas_E sp001422615, 95.0, 89.0, 0.628; GCF_014269225.2, s__Pseudomonas_E anuradhapurensis, 95.0, 88.62, 0.634; GCF_014269185.2, s__Pseudomonas_E oryzicola, 95.0, 88.37, 0.64; GCF_916618955.1, s__Pseudomonas_E sp916618955, 95.0, 88.26, 0.625; GCF_002386445.1, s__Pseudomonas_E sp002386445, 95.0, 88.15, 0.642; GCF_009932375.1, s__Pseudomonas_E juntendi, 95.0, 88.01, 0.55; GCF_017744435.1, s__Pseudomonas_E sp017744435, 95.0, 87.68, 0.578; GCF_025905425.1, s__Pseudomonas_E putida_AF, 95.0, 87.62, 0.586; GCF_003097235.1, s__Pseudomonas_E sp003097235, 95.0, 87.61, 0.561; GCF_002112505.1, s__Pseudomonas_E sp002112505, 95.0, 87.59, 0.571; GCF_000731675.1, s__Pseudomonas_E capeferrum, 95.0, 87.58, 0.592; GCF_002025705.1, s__Pseudomonas_E putida_J, 95.0, 87.57, 0.567; GCF_000282535.1, s__Pseudomonas_E sp000282535, 95.0, 87.55, 0.527; GCF_021602585.1, s__Pseudomonas_E faucium, 95.0, 87.51, 0.57; GCF_014269205.2, s__Pseudomonas_E kermanshahensis, 95.0, 87.44, 0.586; GCF_009391885.1, s__Pseudomonas_E sp009391885, 95.0, 87.4, 0.552; GCF_009883635.2, s__Pseudomonas_E putida_W, 95.0, 87.28, 0.564; GCF_024349685.1, s__Pseudomonas_E sp024349685, 95.0, 87.28, 0.554; GCF_011752565.1, s__Pseudomonas_E sp011752565, 95.0, 87.25, 0.547; GCF_000730665.1, s__Pseudomonas_E plecoglossicida, 95.0, 87.2, 0.535; GCF_002906855.1, s__Pseudomonas_E putida_N, 95.0, 87.14, 0.539; GCF_039672635.1, s__Pseudomonas_E sp039672635, 95.0, 87.04, 0.547; GCF_014269035.2, s__Pseudomonas_E vlassakiae, 95.0, 86.95, 0.532; GCF_001320245.1, s__Pseudomonas_E sp001320245, 95.0, 86.94, 0.533; GCF_033095865.1, s__Pseudomonas_E sp033095865, 95.0, 86.72, 0.521; GCF_016648105.1, s__Pseudomonas_E sp016648105, 95.0, 86.47, 0.478; GCF_034387475.1, s__Pseudomonas_E sp034387475, 95.0, 86.22, 0.487; GCF_019139895.1, s__Pseudomonas_E fakonensis, 95.0, 86.2, 0.464; GCF_021601385.1, s__Pseudomonas_E parasichuanensis, 95.0, 86.17, 0.49; GCF_019139535.1, s__Pseudomonas_E muyukensis, 95.0, 86.11, 0.485; GCF_028898945.1, s__Pseudomonas_E sp028898945, 95.0, 86.08, 0.475; GCF_003231305.1, s__Pseudomonas_E sichuanensis, 95.0, 86.07, 0.48; GCF_014268935.2, s__Pseudomonas_E peradeniyensis, 95.0, 86.06, 0.456; GCF_015354575.1, s__Pseudomonas_E sp015354575, 95.0, 86.02, 0.448; GCF_005080685.1, s__Pseudomonas_E putida_V, 95.0, 85.98, 0.455; GCF_016406145.1, s__Pseudomonas_E putida_E, 95.0, 85.96, 0.482; GCF_004519305.1, s__Pseudomonas_E sp004519305, 95.0, 85.95, 0.457; GCF_021602025.1, s__Pseudomonas_E ceruminis, 95.0, 85.94, 0.492; GCF_000026105.1, s__Pseudomonas_E entomophila, 95.0, 85.93, 0.438; GCF_026625125.1, s__Pseudomonas_E putida_X, 95.0, 85.92, 0.466; GCF_029478665.1, s__Pseudomonas_E entomophila_F, 95.0, 85.91, 0.438; GCF_003205295.1, s__Pseudomonas_E mosselii_B, 95.0, 85.88, 0.455; GCF_029840925.1, s__Pseudomonas_E sp029840925, 95.0, 85.84, 0.441; GCF_018417595.1, s__Pseudomonas_E entomophila_C, 95.0, 85.82, 0.45; GCF_019823065.1, s__Pseudomonas_E mosselii, 95.0, 85.76, 0.451; GCF_014268885.2, s__Pseudomonas_E xantholysinigenes, 95.0, 85.75, 0.449; GCF_024749165.1, s__Pseudomonas_E sp024749165, 95.0, 85.74, 0.461; GCF_022405695.1, s__Pseudomonas_E entomophila_E, 95.0, 85.74, 0.448; GCF_029836165.1, s__Pseudomonas_E sp029836165, 95.0, 85.71, 0.45; GCF_015680235.1, s__Pseudomonas_E guariconensis_A, 95.0, 85.69, 0.462; GCF_024127895.1, s__Pseudomonas_E guariconensis_B, 95.0, 85.68, 0.47; GCF_019139675.1, s__Pseudomonas_E maumuensis, 95.0, 85.65, 0.444; GCF_023277925.1, s__Pseudomonas_E entomophila_D, 95.0, 85.61, 0.434; GCF_029193575.1, s__Pseudomonas_E entomophila_G, 95.0, 85.58, 0.452; GCF_011752525.1, s__Pseudomonas_E sp011752525, 95.0, 85.49, 0.453; GCF_900110655.1, s__Pseudomonas_E soli, 95.0, 85.47, 0.439; GCF_000425785.1, s__Pseudomonas_E taiwanensis, 95.0, 85.39, 0.473; GCF_004357765.1, s__Pseudomonas_E putida_U, 95.0, 85.33, 0.412; GCF_020151015.1, s__Pseudomonas_E putida_K, 95.0, 85.3, 0.431; GCF_000730645.1, s__Pseudomonas_E parafulva, 95.0, 85.06, 0.471; GCF_015680295.1, s__Pseudomonas_E guariconensis_D, 95.0, 84.81, 0.421; GCF_015680245.1, s__Pseudomonas_E guariconensis_C, 95.0, 84.78, 0.429; GCF_001636055.1, s__Pseudomonas_E putida_B, 95.0, 84.77, 0.411; GCA_014268975.2, s__Pseudomonas_E wayambapalatensis, 95.0, 84.71, 0.423; GCF_014268805.2, s__Pseudomonas_E farsensis, 95.0, 84.7, 0.384; GCF_002741075.1, s__Pseudomonas_E putida_T, 95.0, 84.67, 0.398; GCF_007677725.1, s__Pseudomonas_E sp003445295, 95.0, 84.64, 0.414; GCF_005796105.1, s__Pseudomonas_E mosselii_C, 95.0, 84.61, 0.395; GCF_014269025.2, s__Pseudomonas_E promysalinigenes, 95.0, 84.38, 0.425; GCF_900102675.1, s__Pseudomonas_E guariconensis, 95.0, 84.31, 0.427; GCF_963529135.1, s__Pseudomonas_E sp963529135, 95.0, 84.0, 0.38; GCF_000730565.1, s__Pseudomonas_E fulva, 95.0, 83.73, 0.381; GCF_000800255.1, s__Pseudomonas_E parafulva_A, 95.0, 83.62, 0.336; GCF_002021815.1, s__Pseudomonas_E parafulva_B, 95.0, 83.41, 0.392; GCF_016518545.1, s__Pseudomonas_E sp016518545, 95.0, 83.26, 0.294	87.23	11.0			Bacteria	UHSG_HQ_2111	UHSG_output	UHSG	human	0.0	90.0	56.0	0.0	92.09062772086963	无警告	1
T2108174020_maxbin2_bins_bin.6	96.65	0.41	46	19	3	8	1	Neural Network (Specific Model)	11	0.834	25152	305.117903930131	2508971	0.49	2290	273	128043		T2108174020_maxbin2_bins_bin.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	GCF_000010505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	98.11	0.823	GCF_000010505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	98.11	0.823	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000378065.1, s__Porphyromonas gulae, 95.0, 92.77, 0.715	92.63	11.0			Bacteria	HSMG_4628	hsmg_part1	HSMG	human	100.0	95.0	96.4	0.0	92.85039499739396	无警告	1
T2107172010_metabat2_bins_bin.48	99.87	0.03	44	20	0	0	0	Neural Network (Specific Model)	11	0.867	35370	339.4262013729977	2048897	0.49	1748	85	213535		T2107172010_metabat2_bins_bin.48	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	GCF_000010505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	98.47	0.944	GCF_000010505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	98.47	0.944	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000378065.1, s__Porphyromonas gulae, 95.0, 92.63, 0.811	94.3	11.0			Bacteria	HSMG_4628	hsmg_part_2_1_output	HSMG	human	0.0	100.0	57.6	0.0	92.58241507149128	无警告	1
T2107172010_concoct_bins_bin.190	99.98	0.28	44	20	0	0	0	Neural Network (Specific Model)	11	0.866	33392	335.60660173160176	2143490	0.49	1848	104	213535		T2107172010_concoct_bins_bin.190	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	GCF_000010505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	98.37	0.919	GCF_000010505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	98.37	0.919	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000378065.1, s__Porphyromonas gulae, 95.0, 92.86, 0.787	95.14	11.0			Bacteria	HSMG_4628	hsmg_part1	HSMG	human	0.0	100.0	57.6	0.0	92.02003131334268	无警告	1
T2108174072_metabat2_bins_bin.50	99.99	0.04	41	20	0	0	0	Neural Network (Specific Model)	11	0.867	34192	335.0424107142857	2073584	0.49	1792	96	119840		T2108174072_metabat2_bins_bin.50	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	GCF_000010505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	98.56	0.925	GCF_000010505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	98.56	0.925	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000378065.1, s__Porphyromonas gulae, 95.0, 92.89, 0.8	96.01	11.0			Bacteria	HSMG_4628	hsmg_part_2_2_output	HSMG	human	0.0	100.0	56.400000000000006	0.0	91.77734880610696	无警告	1
T2108174020_metabat2_bins_bin.23	99.4	0.1	39	17	1	0	0	Neural Network (Specific Model)	11	0.871	31836	330.953399122807	2075742	0.49	1824	82	128043		T2108174020_metabat2_bins_bin.23	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	GCF_000010505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	98.49	0.909	GCF_000010505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	98.49	0.909	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000378065.1, s__Porphyromonas gulae, 95.0, 92.91, 0.787	92.63	11.0			Bacteria	HSMG_4628	hsmg_part1	HSMG	human	33.33333333333333	85.0	62.93333333333333	0.0	91.20141284617814	无警告	1
s__Porphyromonas_gingivalis_MAG_3738	99.98	0.04	43	19	0	0	0	Neural Network (Specific Model)	11	0.87	49212	337.2639250390422	2230117	0.49	1921	75	116509		s__Porphyromonas_gingivalis_MAG_3738	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	GCF_000010505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	98.57	0.888	GCF_000010505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	98.57	0.888	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000378065.1, s__Porphyromonas gulae, 95.0, 92.63, 0.758	96.07	11.0			Bacteria	nose_974	nose	nose	human	0.0	95.0	55.2	0.0	92.15592270354772	无警告	1
s__Porphyromonas_gingivalis_MAG_3737	99.98	0.03	44	20	0	0	0	Neural Network (Specific Model)	11	0.868	50572	347.17276887871856	2092764	0.49	1748	62	166967		s__Porphyromonas_gingivalis_MAG_3737	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	GCF_000010505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	98.52	0.936	GCF_000010505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	98.52	0.936	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000378065.1, s__Porphyromonas gulae, 95.0, 92.81, 0.79	95.29	11.0			Bacteria	nose_974	nose	nose	human	0.0	100.0	57.6	0.0	93.01395604442136	无警告	1
T2108174085_metabat2_bins_bin.58	94.18	0.39	36	18	0	0	0	Neural Network (Specific Model)	11	0.867	21549	338.090573012939	1895149	0.49	1623	116	67012		T2108174085_metabat2_bins_bin.58	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	GCF_000010505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	98.65	0.953	GCF_000010505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	98.65	0.953	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000378065.1, s__Porphyromonas gulae, 95.0, 93.07, 0.83	89.79	11.0			Bacteria	HSMG_4628	hsmg_part1	HSMG	human	0.0	90.0	50.4	0.0	86.72224303985818	无警告	1
T2108173965_concoct_bins_bin.23	93.58	1.4	37	19	0	0	0	Neural Network (Specific Model)	11	0.875	10185	308.4751918158568	2064713	0.49	1955	285	33729		T2108173965_concoct_bins_bin.23	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	GCF_000010505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	98.52	0.903	GCF_000010505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	98.52	0.903	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000378065.1, s__Porphyromonas gulae, 95.0, 92.68, 0.758	89.24	11.0			Bacteria	HSMG_4628	hsmg_part_2_1_output	HSMG	human	0.0	95.0	52.8	0.0	82.95849250725672	无警告	1
T2108174088_concoct_bins_bin.18	92.48	2.72	32	19	0	0	1	Neural Network (Specific Model)	11	0.877	5645	296.0521303258145	2016585	0.49	1995	436	31114		T2108174088_concoct_bins_bin.18	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	GCF_000010505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	98.17	0.887	GCF_000010505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	98.17	0.887	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000378065.1, s__Porphyromonas gulae, 95.0, 92.77, 0.729	79.27	11.0			Bacteria	HSMG_4628	hsmg_part1	HSMG	human	33.33333333333333	95.0	64.13333333333333	0.0	78.52947849942052	无警告	1
T2108174087_concoct_bins_bin.67	95.85	3.75	49	20	0	0	0	Gradient Boost (General Model)	11	0.905	14387	288.3508583690987	4444054	0.65	4660	468	64880		T2108174087_concoct_bins_bin.67	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aureimonas;s__Aureimonas altamirensis_A	GCF_014844055.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aureimonas;s__Aureimonas altamirensis_A	98.58	0.847	GCF_014844055.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aureimonas;s__Aureimonas altamirensis_A	98.58	0.847	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aureimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001463885.1, s__Aureimonas altamirensis, 95.0, 91.36, 0.733; GCF_023702225.1, s__Aureimonas altamirensis_B, 95.0, 89.37, 0.643	88.15	11.0			Bacteria	HSMG_4628	hsmg_part1	HSMG	human	0.0	100.0	59.6	0.0	80.8973706259209	无警告	1
T2108174087_metabat2_bins_bin.31	95.82	3.72	40	16	0	0	0	Gradient Boost (General Model)	11	0.914	16687	296.23910136400104	3626770	0.65	3739	330	64880		T2108174087_metabat2_bins_bin.31	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aureimonas;s__Aureimonas altamirensis_A	GCF_014844055.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aureimonas;s__Aureimonas altamirensis_A	98.56	0.893	GCF_014844055.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aureimonas;s__Aureimonas altamirensis_A	98.56	0.893	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aureimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001463885.1, s__Aureimonas altamirensis, 95.0, 91.33, 0.769; GCF_023702225.1, s__Aureimonas altamirensis_B, 95.0, 89.19, 0.694	85.74	11.0			Bacteria	HSMG_4628	hsmg_part1	HSMG	human	0.0	80.0	48.0	0.0	78.92247823791254	无警告	1
T2108174098_concoct_bins_bin.37	99.47	2.35	89	20	0	0	3	Neural Network (Specific Model)	11	0.837	24077	316.94060657118786	2694281	0.59	2374	236	258548		T2108174098_concoct_bins_bin.37	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__						GCF_019334805.1	95.37	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa_C	95.32	0.873	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_963534775.1, s__Rothia mucilaginosa_D, 95.0, 94.87, 0.887; GCF_001548235.1, s__Rothia mucilaginosa_B, 95.0, 94.84, 0.876; GCA_916720455.1, s__Rothia sp916720455, 95.0, 94.7, 0.811; GCF_937976295.1, s__Rothia sp937976295, 95.14, 94.63, 0.746; GCA_937935205.1, s__Rothia sp937935205, 95.16, 94.6, 0.703; GCA_963542785.1, s__Rothia mucilaginosa_G, 95.0, 94.56, 0.844; GCF_001808955.1, s__Rothia sp001808955, 95.0, 94.44, 0.856; GCF_963507905.1, s__Rothia sp963507905, 95.0, 94.43, 0.843; GCF_000175615.1, s__Rothia mucilaginosa, 95.0, 94.3, 0.886; GCF_001836735.1, s__Rothia sp001836735, 95.0, 94.17, 0.844; GCF_916715725.1, s__Rothia sp916715725, 95.0, 94.05, 0.872; GCF_964210535.1, s__Rothia mucilaginosa_F, 95.0, 94.04, 0.837; GCF_015265375.1, s__Rothia sp015265375, 95.02, 93.94, 0.868; GCF_963555405.1, s__Rothia sp963555405, 95.0, 93.8, 0.87; GCF_916049665.1, s__Rothia sp916049665, 95.0, 93.79, 0.859; GCF_964211445.1, s__Rothia mucilaginosa_E, 95.0, 93.62, 0.847; GCF_024294905.1, s__Rothia sp024294905, 95.0, 93.4, 0.824; GCF_963544205.1, s__Rothia sp963544205, 95.0, 93.37, 0.861; GCF_029850875.1, s__Rothia sp029850875, 95.0, 92.89, 0.846; GCF_001061665.1, s__Rothia mucilaginosa_A, 95.0, 89.35, 0.557; GCF_901875305.1, s__Rothia sp902373285, 95.0, 88.37, 0.529; GCA_963521575.1, s__Rothia sp963521575, 95.0, 83.06, 0.211	89.85	11.0	0.99828	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	Bacteria	HSMG_4628	hsmg_part1	HSMG	human	33.33333333333333	100.0	73.33333333333333	0.05	93.17796952344801	1类警告	2
