Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	Source
3300005838_68	72.32	0.16	Neural Network (Specific Model)	11	0.918	19610	256.22556390977445	444629	0.32	532	28	116404	None	Aquatic_19300_1
3300005838_9	87.59	7.84	Gradient Boost (General Model)	11	0.895	48080	311.2093534212178	3319739	0.43	3186	158	139752	None	Aquatic_19300_1
3300006052_15	87.38	0.62	Gradient Boost (General Model)	11	0.928	9948	290.13962264150945	1736296	0.65	1855	215	32545	None	Aquatic_19300_1
3300006902_29	60.55	1.26	Gradient Boost (General Model)	11	0.953	6615	290.23801787164905	1121853	0.43	1231	177	35782	None	Aquatic_19300_1
3300010160_29	79.79	0.95	Gradient Boost (General Model)	11	0.941	7101	339.9226217569413	2377191	0.36	2197	371	26593	None	Aquatic_19300_1
3300011189_10	94.49	1.61	Gradient Boost (General Model)	11	0.905	28103	297.7934412265758	2312768	0.31	2348	128	96449	None	Aquatic_19300_1
3300012104_2	79.41	1.3	Neural Network (Specific Model)	11	0.87	11666	265.08008504606664	2575476	0.64	2822	278	69254	None	Aquatic_19300_1
3300012118_9	99.96	0.0	Neural Network (Specific Model)	11	0.906	30999	260.0802792321117	984769	0.4	1146	51	70299	None	Aquatic_19300_1
3300012679_12	86.77	4.93	Gradient Boost (General Model)	11	0.918	9909	270.3741741741742	2931063	0.63	3330	373	43245	None	Aquatic_19300_1
3300013010_18	67.06	1.41	Gradient Boost (General Model)	11	0.918	6832	323.6608938547486	1888996	0.39	1790	292	38621	None	Aquatic_19300_1
3300013122_71	83.18	0.64	Gradient Boost (General Model)	11	0.915	6596	285.7271407837446	644436	0.39	689	102	28642	None	Aquatic_19300_1
3300013131_17	90.44	1.44	Gradient Boost (General Model)	11	0.905	23274	344.9803033733303	5041107	0.59	4417	311	137650	None	Aquatic_19300_1
3300013131_57	87.35	0.91	Neural Network (Specific Model)	11	0.912	38199	305.79241516966067	3016700	0.52	3006	124	103348	None	Aquatic_19300_1
3300013132_111	72.13	0.15	Neural Network (Specific Model)	11	0.949	9027	294.7348484848485	1593383	0.54	1716	209	29986	None	Aquatic_19300_1
3300013132_118	83.81	0.13	Gradient Boost (General Model)	11	0.921	12201	347.2355694227769	1443657	0.46	1282	151	36489	None	Aquatic_19300_1
3300013132_128	58.81	0.47	Neural Network (Specific Model)	11	0.933	7533	278.81104033970274	1264540	0.55	1413	180	35705	None	Aquatic_19300_1
3300013132_158	91.65	0.41	Gradient Boost (General Model)	11	0.87	8824	284.33216374269006	837563	0.57	855	107	27720	None	Aquatic_19300_1
3300013132_21	64.35	1.26	Neural Network (Specific Model)	11	0.887	5688	352.46074582924433	4849218	0.57	4076	896	31739	None	Aquatic_19300_1
3300013132_66	87.36	0.45	Gradient Boost (General Model)	11	0.945	16988	356.54475374732334	2638179	0.5	2335	194	76304	None	Aquatic_19300_1
3300013137_205	94.01	0.19	Gradient Boost (General Model)	11	0.884	16187	262.0531286894923	750724	0.48	847	59	63747	None	Aquatic_19300_1
3300013137_251	75.64	0.44	Neural Network (Specific Model)	11	0.928	11795	290.1151202749141	544714	0.39	582	59	32022	None	Aquatic_19300_1
3300013137_258	76.59	0.65	Gradient Boost (General Model)	11	0.9	8194	262.15410385259634	520542	0.43	597	74	18454	None	Aquatic_19300_1
3300013137_47	76.36	3.71	Gradient Boost (General Model)	11	0.896	44416	325.6356617647059	2959885	0.58	2720	101	184212	None	Aquatic_19300_1
3300014203_24	83.11	1.89	Gradient Boost (General Model)	11	0.907	14432	324.19663418954826	2416542	0.46	2258	231	100439	None	Aquatic_19300_1
3300014203_58	68.0	1.65	Gradient Boost (General Model)	11	0.93	6738	307.8809738503156	1099504	0.4	1109	175	19668	None	Aquatic_19300_1
3300014203_89	94.61	0.07	Gradient Boost (General Model)	11	0.935	28687	279.1367673179396	502372	0.39	563	33	84190	None	Aquatic_19300_1
3300014208_164	93.91	2.47	Gradient Boost (General Model)	11	0.932	24716	284.0074515648286	611932	0.56	671	38	50586	None	Aquatic_19300_1
3300014720_26	95.21	2.72	Neural Network (Specific Model)	11	0.857	23573	300.37782401902496	3530122	0.58	3364	248	83376	None	Aquatic_19300_1
3300014720_28	99.98	1.66	Neural Network (Specific Model)	11	0.891	23531	303.484685822545	3232703	0.4	3167	215	104917	None	Aquatic_19300_1
3300014720_61	72.89	4.62	Neural Network (Specific Model)	11	0.907	8996	304.1699204627621	1386501	0.35	1383	185	40404	None	Aquatic_19300_1
3300014869_4	70.86	3.26	Neural Network (Specific Model)	11	0.894	6438	244.22572931611668	1708326	0.4	2091	287	20866	None	Aquatic_19300_1
3300014887_38	73.41	0.62	Gradient Boost (General Model)	11	0.921	6624	256.8490401396161	955358	0.52	1146	149	28338	None	Aquatic_19300_1
3300014913_21	71.98	8.94	Neural Network (Specific Model)	11	0.908	21571	276.7643312101911	1572587	0.46	1727	116	82556	None	Aquatic_19300_1
3300014914_49	78.33	2.9	Gradient Boost (General Model)	11	0.935	6520	248.5064039408867	806186	0.51	1015	138	18526	None	Aquatic_19300_1
3300015360_48	76.23	0.77	Neural Network (Specific Model)	11	0.917	62762	353.5931054802593	3916412	0.61	3394	105	253106	None	Aquatic_19300_1
3300017423_14	97.12	0.11	Gradient Boost (General Model)	11	0.934	18851	301.6224627875507	2143520	0.65	2217	174	76553	None	Aquatic_19300_1
3300017423_21	90.8	1.33	Gradient Boost (General Model)	11	0.954	27558	296.5574986751457	1755827	0.52	1887	100	105427	None	Aquatic_19300_1
3300017423_30	81.59	0.47	Gradient Boost (General Model)	11	0.914	11536	290.599173553719	921831	0.52	968	93	42885	None	Aquatic_19300_1
3300017429_23	77.8	0.01	Gradient Boost (General Model)	11	0.927	155011	333.2463267070009	1243748	0.49	1157	13	308571	None	Aquatic_19300_1
3300017470_35	96.65	0.13	Gradient Boost (General Model)	11	0.89	42134	289.9097135740971	1565527	0.41	1606	59	115870	None	Aquatic_19300_1
3300017477_4	92.99	1.67	Gradient Boost (General Model)	11	0.938	17544	353.47222222222223	1623687	0.48	1440	126	67518	None	Aquatic_19300_1
3300017494_13	77.44	1.44	Neural Network (Specific Model)	11	0.856	10261	276.71061000289103	3347867	0.5	3459	387	41990	None	Aquatic_19300_1
3300017532_116	64.1	0.15	Neural Network (Specific Model)	11	0.848	11833	285.70786516853934	629299	0.56	623	69	24788	None	Aquatic_19300_1
3300018044_7	91.82	4.17	Gradient Boost (General Model)	11	0.847	15923	284.673140954495	3626242	0.43	3604	346	129877	None	Aquatic_19300_1
3300018412_14	65.51	3.2	Neural Network (Specific Model)	11	0.9	6593	295.5708253358925	2561578	0.6	2605	410	24397	None	Aquatic_19300_1
3300020055_35	70.74	2.71	Gradient Boost (General Model)	11	0.914	5831	284.12151898734174	1471728	0.45	1580	261	25118	None	Aquatic_19300_1
3300020055_40	59.91	0.35	Gradient Boost (General Model)	11	0.934	6202	273.55864197530866	1136400	0.71	1296	189	21483	None	Aquatic_19300_1
3300020193_11	96.23	3.05	Gradient Boost (General Model)	11	0.896	42032	371.89208633093523	6224822	0.58	5004	331	158384	None	Aquatic_19300_1
3300020200_50	100.0	0.89	Gradient Boost (General Model)	11	0.944	253166	347.3018867924528	2102148	0.41	1908	34	593638	None	Aquatic_19300_1
3300020214_50	100.0	1.11	Gradient Boost (General Model)	11	0.905	41383	310.0581180811808	1111827	0.56	1084	41	109978	None	Aquatic_19300_1
3300020219_57	73.0	0.03	Gradient Boost (General Model)	11	0.92	7709	255.38688524590165	506701	0.46	610	75	25709	None	Aquatic_19300_1
3300020221_46	99.18	3.12	Gradient Boost (General Model)	11	0.9	22542	303.7321357285429	2531410	0.48	2505	180	110893	None	Aquatic_19300_1
3300020222_39	91.4	0.56	Gradient Boost (General Model)	11	0.877	14696	342.4938225383751	3122293	0.51	2671	273	52141	None	Aquatic_19300_1
3300020222_77	70.73	0.58	Gradient Boost (General Model)	11	0.906	20301	349.34393638170974	1743625	0.35	1509	131	60953	None	Aquatic_19300_1
3300020303_1	99.78	0.84	Neural Network (Specific Model)	11	0.914	18582	294.2953308507591	3366322	0.61	3491	266	110093	None	Aquatic_19300_1
3300020303_7	78.84	0.57	Gradient Boost (General Model)	11	0.961	8441	293.3428798727128	1148381	0.37	1257	152	23712	None	Aquatic_19300_1
3300020310_3	67.78	0.59	Gradient Boost (General Model)	11	0.96	27493	313.7934472934473	1372538	0.4	1404	75	65782	None	Aquatic_19300_1
3300020317_9	88.4	0.91	Gradient Boost (General Model)	11	0.917	8142	318.93233499722686	1877230	0.38	1803	265	28459	None	Aquatic_19300_1
3300020336_8	69.15	2.7	Neural Network (Specific Model)	11	0.91	9330	261.21683876092135	1082364	0.36	1259	130	33986	None	Aquatic_19300_1
3300020341_6	68.42	1.63	Gradient Boost (General Model)	11	0.948	50870	362.6108452950558	1436608	0.46	1254	48	98776	None	Aquatic_19300_1
3300020348_13	84.87	0.43	Neural Network (Specific Model)	11	0.925	11755	254.80715990453461	1725345	0.63	2095	184	37950	None	Aquatic_19300_1
3300020349_4	63.17	3.23	Gradient Boost (General Model)	11	0.9	5418	313.2556552962298	2903258	0.48	2785	555	23140	None	Aquatic_19300_1
3300020350_5	81.01	3.37	Gradient Boost (General Model)	11	0.938	29175	302.68621236133123	1829304	0.53	1893	115	183344	None	Aquatic_19300_1
3300020354_23	65.22	0.0	Gradient Boost (General Model)	11	0.963	8056	300.72990777338606	708923	0.43	759	106	21020	None	Aquatic_19300_1
3300020355_7	89.36	3.94	Gradient Boost (General Model)	11	0.925	10015	287.972439802727	3214260	0.51	3447	394	30151	None	Aquatic_19300_1
3300020372_5	88.67	2.29	Gradient Boost (General Model)	11	0.913	13704	301.72433132010354	2295804	0.45	2318	231	60560	None	Aquatic_19300_1
3300020382_11	80.55	0.23	Neural Network (Specific Model)	11	0.912	12742	289.3857696030978	1963812	0.47	2066	188	62399	None	Aquatic_19300_1
3300020393_28	52.18	1.52	Gradient Boost (General Model)	11	0.929	5368	278.98857578065497	1181075	0.59	1313	221	32942	None	Aquatic_19300_1
3300020394_18	68.72	0.3	Gradient Boost (General Model)	11	0.895	7911	298.41265060240966	2319584	0.51	2324	343	33226	None	Aquatic_19300_1
3300020394_23	76.0	0.67	Gradient Boost (General Model)	11	0.926	8741	301.7032156035846	1850081	0.59	1897	253	52026	None	Aquatic_19300_1
3300020397_12	92.72	0.75	Gradient Boost (General Model)	11	0.933	13253	318.12964774951075	2086508	0.53	2044	199	56861	None	Aquatic_19300_1
3300020407_7	69.58	2.36	Neural Network (Specific Model)	11	0.909	7499	289.98214910745537	2730794	0.62	2857	419	44214	None	Aquatic_19300_1
3300020412_7	75.34	0.26	Neural Network (Specific Model)	11	0.921	6357	277.7810015898251	2270223	0.61	2516	362	124135	None	Aquatic_19300_1
3300020415_20	82.62	0.68	Neural Network (Specific Model)	11	0.926	18095	306.62505572893446	2222328	0.67	2243	176	103027	None	Aquatic_19300_1
3300020415_31	75.75	3.16	Gradient Boost (General Model)	11	0.938	5959	294.89426523297493	1575876	0.53	1674	275	26501	None	Aquatic_19300_1
3300020418_27	64.53	1.18	Neural Network (Specific Model)	11	0.954	12125	366.49498567335246	1605943	0.4	1396	167	48423	None	Aquatic_19300_1
3300020427_10	78.41	0.8	Neural Network (Specific Model)	11	0.905	149888	322.08588235294116	2717832	0.64	2550	53	274484	None	Aquatic_19300_1
3300020444_10	67.58	1.48	Gradient Boost (General Model)	11	0.899	5487	269.19574873096445	2828322	0.61	3152	538	32536	None	Aquatic_19300_1
3300020444_22	65.07	0.55	Gradient Boost (General Model)	11	0.914	9088	328.0974930362117	1543551	0.43	1436	202	29563	None	Aquatic_19300_1
3300020477_11	91.09	1.52	Gradient Boost (General Model)	11	0.932	40859	411.95697074010326	5388363	0.62	4067	222	252360	None	Aquatic_19300_1
3300020603_57	98.3	1.34	Gradient Boost (General Model)	11	0.888	16109	321.3664993153811	2374294	0.51	2191	200	52771	None	Aquatic_19300_1
3300020603_81	87.53	1.22	Neural Network (Specific Model)	11	0.955	29567	334.774375	1677720	0.59	1600	98	89938	None	Aquatic_19300_1
3300020698_4	83.66	2.71	Neural Network (Specific Model)	11	0.946	14335	298.7118644067797	1393168	0.53	1475	131	61797	None	Aquatic_19300_1
3300020733_5	87.98	0.26	Gradient Boost (General Model)	11	0.94	17501	346.35403104656984	2204466	0.42	1997	175	65605	None	Aquatic_19300_1
3300021093_41	100.0	2.0	Gradient Boost (General Model)	11	0.955	68146	351.72219720846465	2447087	0.43	2221	96	155292	None	Aquatic_19300_1
3300021093_50	100.0	0.06	Gradient Boost (General Model)	11	0.957	313510	353.4200610997963	2171250	0.46	1964	12	690389	None	Aquatic_19300_1
3300021338_23	99.62	0.12	Gradient Boost (General Model)	11	0.878	624183	318.32706093189967	1212219	0.36	1116	4	624183	None	Aquatic_19300_1
3300021365_22	80.08	1.15	Neural Network (Specific Model)	11	0.935	7227	293.8612505705157	2062074	0.47	2191	318	24430	None	Aquatic_19300_1
3300021376_29	53.75	0.07	Neural Network (Specific Model)	11	0.9	4947	323.41764893278116	3379238	0.59	3139	663	40790	None	Aquatic_19300_1
3300021410_7	98.18	0.57	Neural Network (Specific Model)	11	0.889	45105	306.39559014267184	4773813	0.61	4626	172	190374	None	Aquatic_19300_1
3300021500_5	97.65	3.05	Gradient Boost (General Model)	11	0.892	16043	316.0949177877429	2839485	0.64	2676	244	64256	None	Aquatic_19300_1
3300022227_51	59.57	3.24	Gradient Boost (General Model)	11	0.877	6981	261.80173035328045	1239713	0.52	1387	194	22529	None	Aquatic_19300_1
3300022821_12	78.55	1.63	Gradient Boost (General Model)	11	0.882	11318	208.46700507614213	974074	0.4	1379	113	48738	None	Aquatic_19300_1
3300022834_6	100.0	0.06	Neural Network (Specific Model)	11	0.915	115130	319.6129418813661	1745898	0.52	1669	26	270761	None	Aquatic_19300_1
3300022834_8	59.54	0.06	Gradient Boost (General Model)	11	0.928	6399	287.3062146892655	819711	0.41	885	137	20059	None	Aquatic_19300_1
3300022836_8	69.83	8.03	Gradient Boost (General Model)	11	0.914	6476	281.32062256809337	3551847	0.59	3855	584	31625	None	Aquatic_19300_1
3300022836_9	99.86	0.68	Neural Network (Specific Model)	11	0.895	98683	280.4720026350461	2843718	0.64	3036	80	376560	None	Aquatic_19300_1
3300022857_8	99.93	2.41	Neural Network (Specific Model)	11	0.899	23743	283.7563342318059	3506953	0.61	3710	237	118445	None	Aquatic_19300_1
3300022888_34	78.18	0.13	Gradient Boost (General Model)	11	0.905	8186	295.41321243523316	754199	0.43	772	102	24035	None	Aquatic_19300_1
3300022902_30	98.08	0.11	Gradient Boost (General Model)	11	0.898	134169	318.04088050314465	1012039	0.43	954	21	206520	None	Aquatic_19300_1
3300022933_20	100.0	1.31	Gradient Boost (General Model)	11	0.943	151934	343.1937602627258	2651726	0.44	2436	38	334503	None	Aquatic_19300_1
3300022933_27	62.99	0.16	Gradient Boost (General Model)	11	0.896	29078	313.66160764474427	1865844	0.47	1779	103	102007	None	Aquatic_19300_1
3300022939_19	69.0	1.27	Neural Network (Specific Model)	11	0.907	14967	317.56203288490286	2104555	0.55	2007	208	60565	None	Aquatic_19300_1
3300023177_45	94.91	1.12	Gradient Boost (General Model)	11	0.91	32250	274.6666666666667	484328	0.5	537	21	96209	None	Aquatic_19300_1
3300023240_5	95.41	0.08	Neural Network (Specific Model)	11	0.943	19445	291.5049226441632	1315164	0.52	1422	113	97249	None	Aquatic_19300_1
3300023249_8	99.99	0.08	Neural Network (Specific Model)	11	0.915	76159	315.08249258160237	1737575	0.52	1685	52	148423	None	Aquatic_19300_1
3300024054_31	99.36	2.75	Gradient Boost (General Model)	11	0.931	14549	300.0436638214051	2936347	0.49	3046	260	47084	None	Aquatic_19300_1
3300024180_13	72.23	0.02	Gradient Boost (General Model)	11	0.915	36364	304.89563365282214	937624	0.46	939	41	119866	None	Aquatic_19300_1
3300024221_10	83.59	0.41	Neural Network (Specific Model)	11	0.951	28874	331.51335113484646	1563426	0.41	1498	74	107694	None	Aquatic_19300_1
3300024262_21	92.41	0.16	Gradient Boost (General Model)	11	0.898	175545	332.60715674834694	2849041	0.38	2571	46	307833	None	Aquatic_19300_1
3300024300_18	40.55	1.04	Neural Network (Specific Model)	11	0.909	4551	207.6442105263158	649237	0.43	950	137	19470	None	Aquatic_19300_1
3300024333_17	93.37	0.89	Gradient Boost (General Model)	11	0.944	13692	293.02758620689656	1481763	0.61	1595	137	47621	None	Aquatic_19300_1
3300024353_42	80.99	2.51	Gradient Boost (General Model)	11	0.885	9853	288.26137418755803	2099266	0.58	2154	258	54975	None	Aquatic_19300_1
3300024353_70	70.31	5.9	Gradient Boost (General Model)	11	0.894	12035	273.9104308390023	808738	0.52	882	83	33974	None	Aquatic_19300_1
3300024353_9	99.99	0.33	Neural Network (Specific Model)	11	0.892	443598	315.83218604651165	5702605	0.66	5375	32	903884	None	Aquatic_19300_1
3300024356_4	100.0	0.21	Neural Network (Specific Model)	11	0.941	81078	294.0004319654428	2160109	0.69	2315	46	274032	None	Aquatic_19300_1
3300024492_1	100.0	0.24	Neural Network (Specific Model)	11	0.941	94891	294.6607605877269	2163535	0.69	2314	39	273177	None	Aquatic_19300_1
3300024508_12	74.75	1.83	Gradient Boost (General Model)	11	0.905	6258	268.46901893287435	1032573	0.46	1162	176	17235	None	Aquatic_19300_1
3300024510_4	91.17	0.58	Gradient Boost (General Model)	11	0.95	35220	323.294061302682	1064376	0.45	1044	58	155542	None	Aquatic_19300_1
3300024894_4	74.88	1.26	Gradient Boost (General Model)	11	0.932	7856	301.33363028953227	2173434	0.54	2245	300	46263	None	Aquatic_19300_1
3300024927_3	63.43	0.05	Neural Network (Specific Model)	11	0.876	250169	317.93432971014494	2399429	0.55	2208	17	497655	None	Aquatic_19300_1
3300024968_2	95.6	5.02	Neural Network (Specific Model)	11	0.89	184815	330.62904276101585	5127495	0.53	4607	64	847946	None	Aquatic_19300_1
3300025044_13	92.64	0.83	Neural Network (Specific Model)	11	0.913	14632	311.00333889816363	3055553	0.38	2995	262	58996	None	Aquatic_19300_1
3300025044_14	89.23	0.16	Neural Network (Specific Model)	11	0.909	423660	319.6845196959226	3048133	0.57	2894	13	720675	None	Aquatic_19300_1
3300025044_28	41.44	0.01	Neural Network (Specific Model)	11	0.943	1150315	328.161231884058	1150315	0.46	1104	1	1150315	None	Aquatic_19300_1
3300025182_2	73.37	1.42	Neural Network (Specific Model)	11	0.954	7519	287.71285323609845	990007	0.31	1097	147	22661	None	Aquatic_19300_1
3300025201_3	86.22	0.19	Neural Network (Specific Model)	11	0.916	101718	318.9314110965487	4772867	0.64	4578	86	342975	None	Aquatic_19300_1
3300025215_2	44.43	0.06	Neural Network (Specific Model)	11	0.914	4998	281.0608899297424	1574021	0.35	1708	320	26349	None	Aquatic_19300_1
3300025234_2	98.27	0.47	Gradient Boost (General Model)	11	0.915	19014	290.246875	2431916	0.42	2560	182	65845	None	Aquatic_19300_1
3300025249_11	50.6	0.51	Neural Network (Specific Model)	11	0.935	5574	281.69113149847095	1180535	0.69	1308	222	17980	None	Aquatic_19300_1
3300025270_7	84.4	0.02	Neural Network (Specific Model)	11	0.897	192082	337.6711752329426	3753731	0.41	3327	28	668617	None	Aquatic_19300_1
3300025347_13	93.62	0.76	Neural Network (Specific Model)	11	0.921	23169	301.54703375942313	2990522	0.62	3051	184	82981	None	Aquatic_19300_1
3300025379_2	81.44	0.23	Gradient Boost (General Model)	11	0.939	13871	341.3170865279299	1989322	0.42	1826	199	63039	None	Aquatic_19300_1
3300025426_3	63.91	2.88	Gradient Boost (General Model)	11	0.958	7975	288.48655913978496	1005683	0.5	1116	138	47945	None	Aquatic_19300_1
3300025430_3	87.8	0.17	Gradient Boost (General Model)	11	0.936	27188	331.8984771573604	2092522	0.55	1970	118	78929	None	Aquatic_19300_1
3300025431_17	84.05	0.1	Gradient Boost (General Model)	11	0.949	14204	292.856220657277	1574021	0.56	1704	148	53237	None	Aquatic_19300_1
3300025448_3	79.59	6.08	Gradient Boost (General Model)	11	0.825	15334	288.0809776833156	4913253	0.58	4705	430	88229	None	Aquatic_19300_1
3300025459_23	83.44	1.17	Gradient Boost (General Model)	11	0.887	19915	266.4316807738815	743405	0.48	827	55	68756	None	Aquatic_19300_1
3300025469_14	96.65	4.05	Gradient Boost (General Model)	11	0.864	21330	250.97437137330755	1796480	0.5	2068	114	78780	None	Aquatic_19300_1
3300025477_6	99.3	2.42	Gradient Boost (General Model)	11	0.884	32936	302.15728004152606	3939242	0.57	3853	179	104868	None	Aquatic_19300_1
3300025488_7	92.53	1.5	Gradient Boost (General Model)	11	0.915	137870	371.9168755221387	2913379	0.37	2394	43	347187	None	Aquatic_19300_1
3300025532_20	92.5	0.99	Neural Network (Specific Model)	11	0.917	28031	281.2044198895028	664563	0.4	724	39	65996	None	Aquatic_19300_1
3300025584_6	79.88	4.88	Gradient Boost (General Model)	11	0.893	8275	289.87679671457903	3315297	0.46	3409	468	39635	None	Aquatic_19300_1
3300025590_16	81.72	2.66	Neural Network (Specific Model)	11	0.938	17625	328.1872770511296	1764209	0.39	1682	135	45169	None	Aquatic_19300_1
3300025594_19	73.97	0.86	Neural Network (Specific Model)	11	0.937	7453	275.9678649237473	1617301	0.53	1836	241	36567	None	Aquatic_19300_1
3300025594_3	99.99	0.56	Neural Network (Specific Model)	11	0.919	197167	329.1046745694475	4792188	0.7	4471	34	415840	None	Aquatic_19300_1
3300025598_2	80.38	2.91	Gradient Boost (General Model)	11	0.94	16275	347.44922279792746	2138097	0.42	1930	178	107639	None	Aquatic_19300_1
3300025614_21	83.12	0.13	Gradient Boost (General Model)	11	0.939	30849	326.3297124600639	1627132	0.38	1565	75	162654	None	Aquatic_19300_1
3300025620_10	86.67	1.88	Neural Network (Specific Model)	11	0.944	23231	336.04437564499483	3096038	0.44	2907	209	112911	None	Aquatic_19300_1
3300025621_30	86.58	2.42	Neural Network (Specific Model)	11	0.91	35098	325.83944678292244	1784840	0.41	1663	88	114979	None	Aquatic_19300_1
3300025623_13	83.9	3.04	Gradient Boost (General Model)	11	0.922	13304	361.8102605863192	2885500	0.57	2456	281	53335	None	Aquatic_19300_1
3300025623_14	79.83	0.69	Gradient Boost (General Model)	11	0.89	7595	289.51132686084145	2709585	0.47	2781	389	27476	None	Aquatic_19300_1
3300025623_26	55.81	4.79	Gradient Boost (General Model)	11	0.874	5556	280.88740839440374	1444780	0.51	1501	260	31299	None	Aquatic_19300_1
3300025630_8	73.9	1.57	Gradient Boost (General Model)	11	0.958	14312	298.44637122671804	1452691	0.5	1557	143	53413	None	Aquatic_19300_1
3300025632_16	91.0	3.77	Neural Network (Specific Model)	11	0.934	29303	329.8416988416988	1918765	0.39	1813	112	77389	None	Aquatic_19300_1
3300025637_21	79.74	1.29	Neural Network (Specific Model)	11	0.928	64264	341.16385372714484	1564908	0.39	1422	48	115258	None	Aquatic_19300_1
3300025640_37	57.58	0.17	Neural Network (Specific Model)	11	0.928	104425	348.3162184189079	1380729	0.35	1227	35	218445	None	Aquatic_19300_1
3300025640_45	52.52	0.56	Neural Network (Specific Model)	11	0.925	5417	293.80885122410547	1010818	0.49	1062	185	14802	None	Aquatic_19300_1
3300025654_21	62.11	2.99	Neural Network (Specific Model)	11	0.924	21403	299.0844189682126	1858947	0.55	1919	151	73498	None	Aquatic_19300_1
3300025685_24	78.17	4.66	Neural Network (Specific Model)	11	0.957	14066	330.50137551581844	1502881	0.46	1454	140	51156	None	Aquatic_19300_1
3300025690_27	64.53	1.34	Gradient Boost (General Model)	11	0.911	6567	273.86871673565935	1522757	0.44	1691	250	28047	None	Aquatic_19300_1
3300025712_37	76.72	4.11	Neural Network (Specific Model)	11	0.916	12598	221.71802325581396	996306	0.31	1376	114	39467	None	Aquatic_19300_1
3300025809_37	83.55	0.8	Neural Network (Specific Model)	11	0.927	31576	336.41662226957914	2040716	0.36	1877	87	102466	None	Aquatic_19300_1
3300025809_39	85.63	0.14	Neural Network (Specific Model)	11	0.916	12869	297.48496796451457	1974841	0.49	2029	204	51000	None	Aquatic_19300_1
3300025809_42	99.62	0.14	Neural Network (Specific Model)	11	0.936	124708	346.4626086956522	1912734	0.39	1725	32	275966	None	Aquatic_19300_1
3300025809_66	52.26	0.02	Neural Network (Specific Model)	11	0.936	109645	323.25703564727957	1101738	0.39	1066	16	236073	None	Aquatic_19300_1
3300025860_23	93.2	2.5	Gradient Boost (General Model)	11	0.907	14487	316.6651063829787	2459481	0.53	2350	231	51512	None	Aquatic_19300_1
3300025860_40	76.77	0.07	Neural Network (Specific Model)	11	0.939	16354	330.55009572431396	1653567	0.39	1567	145	50031	None	Aquatic_19300_1
3300025870_34	89.72	0.26	Gradient Boost (General Model)	11	0.944	114163	364.2662037037037	1497960	0.36	1296	23	239075	None	Aquatic_19300_1
3300025872_19	61.13	1.88	Gradient Boost (General Model)	11	0.942	4863	284.7959866220736	1621129	0.53	1794	332	15823	None	Aquatic_19300_1
3300026108_6	92.91	4.89	Gradient Boost (General Model)	11	0.869	25086	291.1206569804169	3177435	0.59	3166	189	80042	None	Aquatic_19300_1
3300026202_7	82.23	2.69	Gradient Boost (General Model)	11	0.936	10243	366.9624765478424	3130988	0.59	2665	369	42510	None	Aquatic_19300_1
3300026253_31	96.43	0.22	Gradient Boost (General Model)	11	0.899	47694	317.95149464185	1879376	0.57	1773	61	130319	None	Aquatic_19300_1
3300026270_12	72.76	2.67	Neural Network (Specific Model)	11	0.953	47535	355.4280879864636	1319792	0.48	1182	55	108558	None	Aquatic_19300_1
3300026623_7	79.84	0.03	Neural Network (Specific Model)	11	0.916	8691	261.9439775910364	610823	0.38	714	82	32027	None	Aquatic_19300_1
3300026821_12	37.57	0.05	Neural Network (Specific Model)	11	0.88	39899	265.5063424947146	851462	0.46	946	35	168165	None	Aquatic_19300_1
3300026821_3	64.9	0.34	Neural Network (Specific Model)	11	0.815	27085	261.00272331154684	1755639	0.37	1836	102	78039	None	Aquatic_19300_1
3300026821_5	87.64	0.0	Neural Network (Specific Model)	11	0.81	44484	257.14519906323187	1618705	0.5	1708	63	116401	None	Aquatic_19300_1
3300027079_2	81.66	3.24	Gradient Boost (General Model)	11	0.893	26107	345.6503861880963	5106314	0.64	4402	294	90136	None	Aquatic_19300_1
3300027185_3	97.98	0.02	Gradient Boost (General Model)	11	0.956	24299	341.53436095054593	1663596	0.55	1557	98	80455	None	Aquatic_19300_1
3300027323_40	70.16	0.01	Neural Network (Specific Model)	11	0.937	23630	260.09085133418046	1304680	0.45	1574	87	77847	None	Aquatic_19300_1
3300027339_12	45.62	3.21	Neural Network (Specific Model)	11	0.914	4905	264.1666666666667	1339729	0.57	1548	276	24444	None	Aquatic_19300_1
3300027396_3	100.0	0.23	Neural Network (Specific Model)	11	0.94	37591	288.35601871544026	2154139	0.69	2351	93	119332	None	Aquatic_19300_1
3300027515_14	92.08	4.88	Gradient Boost (General Model)	11	0.896	15744	311.56393535582646	3670779	0.59	3527	321	79469	None	Aquatic_19300_1
3300027515_30	95.61	3.34	Gradient Boost (General Model)	11	0.921	30340	309.1652892561983	2551260	0.45	2541	118	80072	None	Aquatic_19300_1
3300027515_37	77.79	1.11	Gradient Boost (General Model)	11	0.918	6430	310.349318525997	2004994	0.67	1981	333	22931	None	Aquatic_19300_1
3300027534_2	71.09	0.14	Neural Network (Specific Model)	11	0.897	7008	346.0168648050871	4174446	0.52	3617	640	44397	None	Aquatic_19300_1
3300027594_7	95.61	3.41	Neural Network (Specific Model)	11	0.943	28397	294.5134575569358	1805807	0.46	1932	133	133563	None	Aquatic_19300_1
